district,median_income,median_house_value
746,6.3501,350000.0
747,2.6719,161200.0
748,3.875,179300.0
749,2.5625,154300.0
750,3.016,161800.0
751,2.7694,161900.0
752,3.6818,165400.0
753,2.1382,166600.0
754,3.7303,149700.0
755,3.875,162100.0
756,3.0489,152600.0
757,2.8203,195200.0
758,4.3897,190600.0
759,4.7143,193800.0
760,4.6875,200600.0
761,3.2091,150000.0
762,4.275,185300.0
763,4.1302,172700.0
764,3.09,174100.0
765,4.5417,194400.0
766,4.6635,206700.0
767,4.4427,204500.0
768,4.5303,175000.0
769,2.375,137500.0
770,3.8171,187200.0
771,4.5281,173600.0
772,4.3456,163000.0
773,3.4861,331600.0
774,5.2312,197600.0
775,3.6708,197900.0
776,3.8875,228100.0
777,3.9167,189500.0
778,3.9063,184200.0
779,3.7895,180900.0
780,3.8,172000.0
781,5.7309,177900.0
782,4.1141,173100.0
783,5.2838,172600.0
784,3.3479,182100.0
785,3.142,179500.0
786,3.7614,176000.0
787,4.25,192600.0
788,3.9338,182700.0
789,2.5158,134900.0
790,2.4808,157600.0
791,4.7083,190900.0
792,4.1652,158200.0
793,3.5541,350000.0
794,3.8036,158200.0
795,3.8259,146100.0
796,3.2331,226700.0
797,4.7109,198700.0
798,4.2468,221200.0
799,6.396,208500.0
800,3.8125,204200.0
801,3.2857,193200.0
802,3.8929,209500.0
803,3.7262,164900.0
804,4.0125,161400.0
805,4.1719,187000.0
806,4.2857,190400.0
807,3.6458,156600.0
808,2.6875,157300.0
809,3.7292,168100.0
810,4.5913,177600.0
811,3.8625,208900.0
812,3.3611,169200.0
813,2.8971,163900.0
814,4.0326,164700.0
815,4.0682,156900.0
816,5.3644,168800.0
817,4.7019,174100.0
818,5.64,206500.0
819,3.7931,203900.0
820,4.6458,217000.0
821,3.694,159600.0
822,2.652,159800.0
823,3.5,154300.0
824,3.2386,149600.0
825,5.097,188600.0
826,4.3875,238500.0
827,4.625,235300.0
828,5.0406,261400.0
829,5.8704,234400.0
830,5.3226,231700.0
831,4.235,156300.0
832,4.825,222000.0
833,5.5218,254400.0
834,6.5116,244300.0
835,6.0661,247000.0
836,6.0074,236500.0
837,4.6211,151400.0
838,5.225,213700.0
839,5.3428,243600.0
840,3.7462,212500.0
841,4.5721,214700.0
842,3.6923,213200.0
843,4.6786,256000.0
844,2.875,237500.0
845,3.3617,178100.0
846,5.7579,231800.0
847,2.9706,147900.0
848,3.9022,191700.0
849,4.6146,247600.0
850,5.7192,283500.0
851,3.6832,216900.0
852,6.2073,282500.0
853,5.8151,295600.0
854,5.8322,281800.0
855,5.6277,269800.0
856,5.2879,231200.0
857,6.5615,318300.0
858,5.6758,253400.0
859,6.1047,278200.0
860,3.5714,300000.0
861,6.0824,273500.0
862,4.3594,223400.0
863,5.5737,214500.0
864,4.8962,220200.0
865,4.6978,240300.0
866,4.4259,158000.0
867,3.3008,224200.0
868,4.5687,177200.0
869,3.8179,216100.0
870,5.0,269700.0
871,4.3393,231200.0
872,4.1387,162500.0
873,4.8052,254000.0
874,4.6349,196200.0
875,3.168,189400.0
876,3.1326,220800.0
877,2.9074,213800.0
878,8.3996,442900.0
879,6.6478,333400.0
880,6.629,352400.0
881,6.2179,305300.0
882,5.761,259600.0
883,4.6641,248900.0
884,6.7599,356000.0
885,3.9909,236000.0
886,4.2955,218800.0
887,4.9615,228000.0
888,2.6198,235900.0
889,4.7135,203200.0
890,4.75,197000.0
891,5.4299,236400.0
892,4.6,223200.0
893,4.1947,222700.0
894,5.388,225000.0
895,3.9444,240100.0
896,5.3283,227900.0
897,4.8403,268600.0
898,5.1616,275100.0
899,4.9167,256300.0
900,4.1591,332400.0
901,5.0,287600.0
902,5.8325,298900.0
903,5.7057,287600.0
904,5.0423,222200.0
905,4.5317,232600.0
906,5.4359,258300.0
907,5.0824,230900.0
908,5.2308,196900.0
909,4.4107,223500.0
910,5.2396,223900.0
911,4.7478,243500.0
912,8.4045,451100.0
913,5.1643,193100.0
914,5.3813,264400.0
915,6.0878,246900.0
916,6.868,337300.0
917,6.992,284800.0
918,4.9118,217300.0
919,4.4357,291700.0
920,4.9464,223800.0
921,5.2882,223100.0
922,5.1321,211300.0
923,3.9667,218500.0
924,3.1696,156300.0
925,5.0838,248200.0
926,4.8214,186000.0
927,4.1406,178200.0
928,3.7364,190400.0
929,3.535,210300.0
930,5.0739,208000.0
931,3.256,183300.0
932,6.0667,245700.0
933,5.7072,242200.0
934,4.9867,181700.0
935,5.1437,299400.0
936,5.347,219500.0
937,5.7233,231800.0
938,4.4697,221300.0
939,4.9107,213800.0
940,4.2281,206000.0
941,5.0143,271100.0
942,7.2494,336500.0
943,5.1406,315600.0
944,7.316,285400.0
945,6.4994,323000.0
946,7.2211,291900.0
947,4.4087,225600.0
948,5.9345,259600.0
949,6.177,262900.0
950,5.817,257300.0
951,6.3132,259200.0
952,6.3373,339700.0
953,7.333,337200.0
954,6.2918,334100.0
955,6.5214,311500.0
956,6.4524,296900.0
957,6.0604,247900.0
958,6.5285,300400.0
959,7.2639,332400.0
960,7.4353,389800.0
961,3.1127,233000.0
962,2.4896,238500.0
963,5.0677,233300.0
964,2.1187,231300.0
965,10.9506,475800.0
966,7.0691,393200.0
967,5.5,247200.0
968,4.9879,229400.0
969,6.8132,282500.0
970,5.6399,300600.0
971,4.1597,293200.0
972,5.7519,278500.0
973,5.6417,352900.0
974,10.3203,400000.0
975,4.3472,375000.0
976,6.6827,313700.0
977,3.62,139300.0
978,7.3588,327500.0
979,5.7239,430600.0
980,4.2083,125000.0
981,6.1023,450000.0
982,3.9864,200200.0
983,4.8624,192400.0
984,9.1531,418800.0
985,4.7361,216800.0
986,5.4324,215500.0
987,4.9375,227700.0
988,3.3841,184400.0
989,3.5532,158400.0
990,3.3618,174600.0
991,4.3533,168400.0
992,4.5357,188400.0
993,5.7068,256700.0
994,3.7212,183800.0
995,5.2443,183400.0
996,4.2361,177500.0
997,3.1856,186900.0
998,5.4496,238900.0
999,3.0222,172500.0
1000,2.6667,179200.0
1001,3.7301,204400.0
1002,4.6806,209400.0
1003,5.7907,264200.0
1004,6.3705,350000.0
1005,5.2649,199800.0
1006,6.0797,211000.0
1007,4.8571,201100.0
1008,3.8523,193000.0
1009,5.98,245000.0
1010,2.45,117600.0
1011,2.2417,97900.0
1012,3.15,140600.0
1013,3.4609,120900.0
1014,3.0,119000.0
1015,3.2031,129200.0
1016,2.5208,99100.0
1017,2.3549,108900.0
1018,3.0125,111700.0
1019,2.05,68900.0
1020,3.125,96400.0
1021,2.65,116700.0
1022,3.5,123800.0
1023,2.5476,97900.0
1024,3.9107,129800.0
1025,4.2917,121300.0
1026,3.3393,107200.0
1027,4.3029,121900.0
1028,2.8125,113400.0
1029,3.5508,99100.0
1030,3.2589,103000.0
1031,3.2937,114200.0
1032,3.0465,144100.0
1033,2.3125,128600.0
1034,2.525,157200.0
1035,3.175,118500.0
1036,2.6078,116700.0
1037,2.7399,134800.0
1038,2.7236,109900.0
1039,4.4531,144300.0
1040,3.2135,123600.0
1041,3.1142,112600.0
1042,3.0068,107300.0
1043,3.0905,117800.0
1044,1.9362,89900.0
1045,2.3155,102300.0
1046,2.0094,87300.0
1047,3.07,142600.0
1048,1.6785,153100.0
1049,3.6625,126600.0
1050,3.5046,118300.0
1051,3.9,147000.0
1052,1.8095,78100.0
1053,2.2833,85800.0
1054,1.5633,84500.0
1055,3.4191,137500.0
1056,0.9393,88900.0
1057,1.1019,120200.0
1058,1.7284,74500.0
1059,2.2621,85100.0
1060,2.575,130300.0
1061,4.3309,125200.0
1062,3.0253,111400.0
1063,3.2016,97000.0
1064,3.1125,122600.0
1065,3.0625,116300.0
1066,2.125,179200.0
1067,2.2925,85800.0
1068,1.6797,94800.0
1069,1.5481,200000.0
1070,0.987,112500.0
1071,0.9566,69000.0
1072,1.3672,55000.0
1073,2.0064,77900.0
1074,1.6911,98800.0
1075,1.6827,78700.0
1076,1.5863,81300.0
1077,1.7426,60300.0
1078,1.5064,66300.0
1079,2.0288,116700.0
1080,4.5032,159700.0
1081,3.7007,139200.0
1082,3.5735,89600.0
1083,3.5375,153100.0
1084,2.8306,87500.0
1085,4.712,158600.0
1086,2.3833,95100.0
1087,3.0625,93800.0
1088,2.7143,95300.0
1089,3.5189,141300.0
1090,2.4028,67500.0
1091,2.3036,73000.0
1092,2.8657,119600.0
1093,2.2419,93200.0
1094,2.4537,117900.0
1095,2.5374,97200.0
1096,2.3507,97600.0
1097,2.3079,95300.0
1098,2.6147,107700.0
1099,2.567,102900.0
1100,1.625,88300.0
1101,1.4048,86500.0
1102,2.1838,58000.0
1103,1.875,84000.0
1104,2.963,89500.0
1105,2.6823,93400.0
1106,2.1912,115200.0
1107,2.0458,105700.0
1108,2.3068,97300.0
1109,2.7863,108600.0
1110,2.0882,104900.0
1111,3.1061,110200.0
1112,1.7875,103800.0
1113,2.2,80800.0
1114,2.3403,87300.0
1115,1.8245,85500.0
1116,2.5428,85000.0
1117,1.8125,93500.0
1118,3.0,96700.0
1119,2.8182,109700.0
1120,1.7788,85800.0
1121,1.0625,92800.0
1122,1.8616,70500.0
1123,2.3711,121800.0
1124,3.066,102600.0
1125,2.9625,101200.0
1126,3.13,168300.0
1127,2.4623,126100.0
1128,2.3798,83800.0
1129,1.9766,92600.0
1130,2.3958,111200.0
1131,1.6948,87500.0
1132,2.3895,87500.0
1133,2.8871,94700.0
1134,2.3684,62500.0
1135,1.4896,83300.0
1136,2.3917,85700.0
1137,1.7708,79500.0
1138,1.7308,53600.0
1139,1.5771,65200.0
1140,2.1467,84100.0
1141,2.9562,142300.0
1142,3.9028,93800.0
1143,3.0446,90800.0
1144,3.2174,91800.0
1145,2.6921,97500.0
1146,4.5156,91200.0
1147,2.4821,73800.0
1148,2.9688,86400.0
1149,2.502,62100.0
1150,2.334,72200.0
1151,2.0357,57600.0
1152,0.8024,58300.0
1153,1.1607,51700.0
1154,1.3654,57900.0
1155,1.6352,53100.0
1156,1.5714,56100.0
1157,1.9956,58000.0
1158,1.6389,56700.0
1159,2.1658,57600.0
1160,1.6346,63300.0
1161,1.8661,59800.0
1162,1.4833,65200.0
1163,0.8252,42500.0
1164,1.0585,45100.0
1165,1.3289,39400.0
1166,1.5313,50300.0
